sigla,nome_munic,geocodig_m,imoveis_car,area_car
BA,Uruçuca,2932705,265,11541.1497
BA,Utinga,2932804,657,22559.9541
BA,Valença,2932903,1718,20070.6125
BA,Valente,2933000,2295,10242.7033
BA,Várzea Da Roça,2933059,1755,15099.094
BA,Várzea Do Poço,2933109,638,6188.8946
BA,Várzea Nova,2933158,562,17881.2804
BA,Varzedo,2933174,915,6156.4587
BA,Vera Cruz,2933208,57,1833.9053
BA,Vereda,2933257,504,40013.6726
BA,Vitória Da Conquista,2933307,2962,132412.1918
BA,Wagner,2933406,374,19491.7491
BA,Wanderley,2933455,1094,167701.8604
BA,Wenceslau Guimarães,2933505,398,14533.7022
BA,Xique-Xique,2933604,1318,246991.7521
CE,Abaiara,2300101,580,7180.3691
CE,Acarape,2300150,32,2002.3461
CE,Acaraú,2300200,122,29407.4655
CE,Acopiara,2300309,5213,143276.0147
CE,Aiuaba,2300408,976,107624.6498
CE,Alcântaras,2300507,184,1919.4621
CE,Altaneira,2300606,43,1084.4891
CE,Alto Santo,2300705,624,77168.6956
CE,Amontada,2300754,1275,35620.5352
CE,Antonina do Norte,2300804,82,8148.4716
CE,Apuiarés,2300903,462,16122.7313
CE,Aquiraz,2301000,77,5993.9575
CE,Aracati,2301109,2057,87819.3102
CE,Aracoiaba,2301208,398,22403.5385
CE,Ararendá,2301257,403,15586.0625
CE,Araripe,2301307,1405,71497.6174
CE,Aratuba,2301406,140,1751.1308
CE,Arneiroz,2301505,428,50556.4337
CE,Assaré,2301604,863,52387.9966
CE,Aurora,2301703,1156,36533.1542
CE,Baixio,2301802,575,8467.8423
CE,Banabuiú,2301851,526,62995.0587
CE,Barbalha,2301901,937,52192.8782
CE,Barreira,2301950,120,4504.5983
CE,Barro,2302008,1148,38940.347
CE,Barroquinha,2302057,27,3878.9686
CE,Baturité,2302107,256,6535.5062
CE,Beberibe,2302206,1608,63132.1749
CE,Bela Cruz,2302305,105,8382.2647
CE,Boa Viagem,2302404,1985,114402.8825
CE,Brejo Santo,2302503,2142,37248.6734
CE,Camocim,2302602,183,37139.0289
CE,Campos Sales,2302701,1224,56186.4275
CE,Canindé,2302800,1151,173407.0498
CE,Capistrano,2302909,161,3161.282
CE,Caridade,2303006,315,35657.5834
CE,Cariré,2303105,507,24376.8655
CE,Caririaçu,2303204,632,30115.9319
CE,Cariús,2303303,995,42253.0958
CE,Carnaubal,2303402,192,15387.3256
CE,Cascavel,2303501,77,26665.5106
CE,Catarina,2303600,632,35391.6298
CE,Catunda,2303659,349,32262.6758
CE,Caucaia,2303709,62,22208.2434
CE,Cedro,2303808,1526,39778.1129
CE,Chaval,2303907,24,2446.7919
CE,Choró,2303931,258,42750.5806
CE,Chorozinho,2303956,15,3890.0683
CE,Coreaú,2304004,952,24754.5519
CE,Crateús,2304103,2088,202946.0491
CE,Crato,2304202,1736,44117.1059
CE,Croatá,2304236,272,24003.2791
CE,Cruz,2304251,51,2905.214
CE,Deputado Irapuan Pinheiro,2304269,1261,27757.7275
CE,Ererê,2304277,38,3481.5443
CE,Eusébio,2304285,3,87.8706
CE,Farias Brito,2304301,937,23163.4169
CE,Forquilha,2304350,280,23612.4166
CE,Fortaleza,2304400,1,37.4053
CE,Fortim,2304459,205,10361.6769
CE,Frecheirinha,2304509,114,3327.5968
CE,General Sampaio,2304608,60,11772.3242
CE,Graça,2304657,395,3173.8227
CE,Granja,2304707,857,83566.8121
CE,Granjeiro,2304806,132,3509.3899
CE,Groaíras,2304905,370,6718.3847
CE,Guaiúba,2304954,48,4840.6847
CE,Guaraciaba do Norte,2305001,474,10157.5261
CE,Guaramiranga,2305100,39,957.1889
CE,Hidrolândia,2305209,231,20268.7003
CE,Horizonte,2305233,14,1746.946
CE,Ibaretama,2305266,573,40703.5296
CE,Ibiapina,2305308,378,20007.5521
CE,Ibicuitinga,2305332,265,14339.7366
CE,Icapuí,2305357,222,22396.8717
CE,Icó,2305407,3468,97809.4284
CE,Iguatu,2305506,2793,53976.512
CE,Independência,2305605,1578,182556.3891
CE,Ipaporanga,2305654,318,13483.1572
CE,Ipaumirim,2305704,998,16629.419
CE,Ipu,2305803,499,26618.7558
CE,Ipueiras,2305902,886,29893.1195
CE,Iracema,2306009,331,40094.3438
CE,Irauçuba,2306108,294,40959.9207
CE,Itaiçaba,2306207,48,7921.6753
CE,Itaitinga,2306256,13,1611.3128
CE,Itapagé,2306306,244,4104.048
CE,Itapipoca,2306405,2353,43077.5756
CE,Itapiúna,2306504,29,9361.0747
CE,Itarema,2306553,537,32738.2052
CE,Itatira,2306603,205,19615.6588
CE,Jaguaretama,2306702,323,115041.4698
CE,Jaguaribara,2306801,241,72627.0815
CE,Jaguaribe,2306900,552,48537.9096
CE,Jaguaruana,2307007,1089,60264.0376
CE,Jardim,2307106,1786,30449.3053
CE,Jati,2307205,415,21859.1812
CE,Jijoca de Jericoacoara,2307254,32,6450.1027
CE,Juazeiro do Norte,2307304,179,4025.3621
CE,Jucás,2307403,1003,39722.4085
CE,Lavras da Mangabeira,2307502,1691,46282.8224
CE,Limoeiro do Norte,2307601,1417,42987.8813
CE,Madalena,2307635,307,51574.0919
CE,Maracanaú,2307650,6,751.9722
CE,Maranguape,2307700,74,12635.6841
CE,Marco,2307809,72,12773.1964
CE,Martinópole,2307908,20,5032.4538
CE,Massapê,2308005,208,19525.8484
CE,Mauriti,2308104,2932,47313.7743
CE,Meruoca,2308203,158,1643.4348
CE,Milagres,2308302,859,20322.0914
CE,Milhã,2308351,1211,27012.43
CE,Miraíma,2308377,228,23590.9302
CE,Missão Velha,2308401,233,12639.2507
CE,Mombaça,2308500,3037,94435.3877
CE,Monsenhor Tabosa,2308609,523,50827.4117
CE,Morada Nova,2308708,2493,156424.8703
CE,Moraújo,2308807,182,12138.5061
CE,Morrinhos,2308906,120,9692.4862
CE,Mucambo,2309003,380,3913.9526
CE,Mulungu,2309102,28,381.889
CE,Nova Olinda,2309201,720,14173.4143
CE,Nova Russas,2309300,591,33794.0204
CE,Novo Oriente,2309409,960,32477.6149
CE,Ocara,2309458,368,26459.8806
CE,Orós,2309508,674,48900.8774
CE,Pacajus,2309607,27,2940.5569
CE,Pacatuba,2309706,40,2712.0432
CE,Pacoti,2309805,28,548.6175
CE,Pacujá,2309904,102,4631.0005
CE,Palhano,2310001,170,6719.3148
CE,Palmácia,2310100,13,3294.5829
CE,Paracuru,2310209,83,5274.5595
CE,Paraipaba,2310258,126,21037.5047
CE,Parambu,2310308,1537,158682.3756
CE,Paramoti,2310407,291,21425.9274
CE,Pedra Branca,2310506,2770,80394.4477
CE,Penaforte,2310605,439,9049.4083
CE,Pentecoste,2310704,349,67367.1948
CE,Pereiro,2310803,38,1107.2856
CE,Pindoretama,2310852,25,449.5981
CE,Piquet Carneiro,2310902,1251,36132.4784
CE,Pires Ferreira,2310951,220,9137.9391
CE,Poranga,2311009,464,25226.7193
CE,Porteiras,2311108,1023,10182.5101
CE,Potengi,2311207,523,18631.3379
CE,Potiretama,2311231,327,19469.8196
CE,Quiterianópolis,2311264,1012,38093.1094
CE,Quixadá,2311306,1129,102093.4197
CE,Quixelô,2311355,1304,24395.3619
CE,Quixeramobim,2311405,1777,153573.7341
CE,Quixeré,2311504,862,33218.1525
CE,Redenção,2311603,40,2372.7383
CE,Reriutaba,2311702,215,5893.5693
CE,Russas,2311801,1865,99006.0878
CE,Saboeiro,2311900,326,34599.4364
CE,Salitre,2311959,1979,60165.8993
CE,Santana do Acaraú,2312007,283,35294.0244
CE,Santana do Cariri,2312106,1135,36745.6747
CE,Santa Quitéria,2312205,772,180960.1848
CE,São Benedito,2312304,393,5251.1037
CE,São Gonçalo do Amarante,2312403,82,21996.1946
CE,São João do Jaguaribe,2312502,394,11389.7717
CE,São Luís do Curu,2312601,103,4695.5186
CE,Senador Pompeu,2312700,1403,54640.1186
CE,Senador Sá,2312809,77,8306.5336
CE,Sobral,2312908,836,80441.3207
CE,Solonópole,2313005,974,54038.9568
CE,Tabuleiro do Norte,2313104,615,29153.8855
CE,Tamboril,2313203,832,90153.503
CE,Tarrafas,2313252,317,14887.6955
CE,Tauá,2313302,3367,266646.2728
CE,Tejuçuoca,2313351,46,12290.3824
CE,Tianguá,2313401,311,24796.607
CE,Trairi,2313500,866,26264.1566
CE,Tururu,2313559,414,6516.0291
CE,Ubajara,2313609,101,7620.5002
CE,Umari,2313708,516,10693.8954
CE,Umirim,2313757,144,6607.1667
CE,Uruburetama,2313807,11,701.5358
CE,Uruoca,2313906,187,20405.3118
CE,Varjota,2313955,184,21591.1985
CE,Várzea Alegre,2314003,991,26466.7275
CE,Viçosa do Ceará,2314102,645,27191.2085
DF,Brasília,5300108,12657,697808.7436
ES,Afonso Cláudio,3200102,2106,54992.97
ES,Água Doce do Norte,3200169,1050,27411.61
ES,Águia Branca,3200136,1068,25720.82
ES,Alegre,3200201,1625,51828.5
ES,Alfredo Chaves,3200300,1259,36574.69
ES,Alto Rio Novo,3200359,536,12157.82
ES,Anchieta,3200409,483,23153.7318
ES,Apiacá,3200508,462,14216.17
ES,Aracruz,3200607,965,97720.4
ES,Atilio Vivacqua,3200706,453,14706.87
ES,Baixo Guandu,3200805,1227,62359.2309
ES,Barra de São Francisco,3200904,2246,62061.8718
ES,Boa Esperança,3201001,546,23197.33
ES,Bom Jesus do Norte,3201100,162,6941.36
ES,Brejetuba,3201159,721,20788.5
ES,Cachoeiro de Itapemirim,3201209,1158,37885.1474
ES,Cariacica,3201308,363,7397.88
ES,Castelo,3201407,1241,31779.37
ES,Colatina,3201506,2366,93328.8484
ES,Conceição da Barra,3201605,294,120346.16
ES,Conceição do Castelo,3201704,620,19990.44
ES,Divino de São Lourenço,3201803,284,6959.97
ES,Domingos Martins,3201902,2292,57338.6428
ES,Dores do Rio Preto,3202009,402,7545.23
ES,Ecoporanga,3202108,1015,96308.89
ES,Fundão,3202207,485,15657.77
ES,Governador Lindenberg,3202256,821,23841.1
ES,Guaçuí,3202306,501,21755.62
ES,Guarapari,3202405,642,25105.8413
ES,Ibatiba,3202454,972,12567.7311
ES,Ibiraçu,3202504,391,13588.7342
ES,Ibitirama,3202553,294,7724.03
ES,Iconha,3202603,969,13922.27
ES,Irupi,3202652,871,14189.0
ES,Itaguaçu,3202702,1056,33284.46
ES,Itapemirim,3202801,582,34742.6955
ES,Itarana,3202900,605,13802.52
ES,Iúna,3203007,1272,23689.5
ES,Jaguaré,3203056,1111,47300.35
ES,Jerônimo Monteiro,3203106,459,10754.81
ES,João Neiva,3203130,396,13334.74
ES,Laranja da Terra,3203163,1166,28023.29
ES,Linhares,3203205,2305,214113.87
ES,Mantenópolis,3203304,513,15268.02
ES,Marataízes,3203320,222,4335.68
ES,Marechal Floriano,3203346,734,16745.77
ES,Marilândia,3203353,726,20335.36
ES,Mimoso do Sul,3203403,1195,59563.25
ES,Montanha,3203502,710,80237.41
ES,Mucurici,3203601,367,41228.47
ES,Muniz Freire,3203700,1217,33926.8162
ES,Muqui,3203809,494,21819.01
ES,Nova Venécia,3203908,2298,96894.79
ES,Pancas,3204005,1353,41383.82
ES,Pedro Canário,3204054,250,34592.41
ES,Pinheiros,3204104,791,71125.31
ES,Piúma,3204203,104,4412.97
ES,Ponto Belo,3204252,266,29349.0
ES,Presidente Kennedy,3204302,791,43635.11
ES,Rio Bananal,3204351,1439,39748.57
ES,Rio Novo do Sul,3204401,539,12949.53
ES,Santa Leopoldina,3204500,1667,49837.75
ES,Santa Maria de Jetibá,3204559,2139,36506.91
ES,Santa Teresa,3204609,1615,42304.24
ES,São Domingos do Norte,3204658,561,18431.66
ES,São Gabriel da Palha,3204708,1119,28071.59
ES,São José do Calçado,3204807,501,20029.6
ES,São Mateus,3204906,2722,167233.5248
ES,São Roque do Canaã,3204955,658,17495.96
ES,Serra,3205002,353,32052.1
ES,Sooretama,3205010,577,27584.72
ES,Vargem Alta,3205036,455,14714.76
ES,Venda Nova do Imigrante,3205069,608,12954.49
ES,Viana,3205101,359,12866.36
ES,Vila Pavão,3205150,878,24888.02
ES,Vila Valério,3205176,1077,30482.85
ES,Vila Velha,3205200,101,6230.84
ES,Vitória,3205309,1,3.38
GO,Abadia de Goiás,5200050,176,7226.3567
GO,Abadiânia,5200100,1085,69403.9358
GO,Acreúna,5200134,420,155200.0347
GO,Adelândia,5200159,124,7265.9533
GO,Água Fria de Goiás,5200175,515,181234.3313
GO,Água Limpa,5200209,202,30732.4721
GO,Águas Lindas de Goiás,5200258,92,8013.7796
GO,Alexânia,5200308,678,48698.9137
GO,Aloândia,5200506,192,8388.9626
GO,Alto Horizonte,5200555,234,37807.9959
GO,Alto Paraíso de Goiás,5200605,629,203852.8173
GO,Alvorada do Norte,5200803,199,94256.2853
GO,Amaralina,5200829,252,111557.5904
GO,Americano do Brasil,5200852,199,7348.878
GO,Amorinópolis,5200902,296,29427.8349
GO,Anápolis,5201108,1373,61410.0548
GO,Anhanguera,5201207,23,4230.96
GO,Anicuns,5201306,1217,69493.6432
GO,Aparecida de Goiânia,5201405,138,6002.2197
GO,Aparecida do Rio Doce,5201454,147,59036.3786
GO,Aporé,5201504,411,255567.0349
GO,Araçu,5201603,137,10525.3725
GO,Aragarças,5201702,141,52797.3681
GO,Aragoiânia,5201801,289,13403.375
GO,Araguapaz,5202155,386,172363.6006
GO,Arenópolis,5202353,465,79245.0043
GO,Aruanã,5202502,192,283954.7143
GO,Aurilândia,5202601,449,45443.5559
GO,Avelinópolis,5202809,238,15780.0048
GO,Baliza,5203104,279,156327.0376
GO,Barro Alto,5203203,361,84090.4658
GO,Bela Vista de Goiás,5203302,1752,80348.256
GO,Bom Jardim de Goiás,5203401,673,183701.5838
GO,Bom Jesus de Goiás,5203500,457,139223.2862
GO,Bonfinópolis,5203559,185,9408.0043
GO,Bonópolis,5203575,202,140768.3427
GO,Brazabrantes,5203609,191,10118.9093
GO,Britânia,5203807,128,124877.4506
GO,Buriti Alegre,5203906,283,49530.737
GO,Buriti de Goiás,5203939,249,14630.1788
GO,Buritinópolis,5203962,356,16699.6041
GO,Cabeceiras,5204003,339,78157.3457
GO,Cachoeira Alta,5204102,899,143954.4474
GO,Cachoeira de Goiás,5204201,194,34732.5935
GO,Cachoeira Dourada,5204250,337,44232.6148
GO,Caçu,5204300,937,199506.2397
GO,Caiapônia,5204409,2192,704851.5265
GO,Caldas Novas,5204508,787,104982.6434
GO,Caldazinha,5204557,527,19732.1789
GO,Campestre de Goiás,5204607,145,16303.9911
GO,Campinaçu,5204656,448,102375.4676
GO,Campinorte,5204706,472,73404.2141
GO,Campo Alegre de Goiás,5204805,822,193662.4579
GO,Campo Limpo de Goiás,5204854,268,10175.6877
GO,Campos Belos,5204904,281,32549.9326
GO,Campos Verdes,5204953,149,34472.7424
GO,Carmo do Rio Verde,5205000,626,27949.8171
GO,Castelândia,5205059,107,20550.4587
GO,Catalão,5205109,1964,291885.8947
GO,Caturaí,5205208,344,13282.2867
GO,Cavalcante,5205307,773,616941.8019
GO,Ceres,5205406,487,11609.2863
GO,Cezarina,5205455,482,34538.5525
GO,Chapadão do Céu,5205471,228,195313.9789
GO,Cidade Ocidental,5205497,214,26679.7626
GO,Cocalzinho de Goiás,5205513,942,134639.1233
GO,Colinas do Sul,5205521,340,107325.8633
GO,Córrego do Ouro,5205703,456,36129.9337
GO,Corumbá de Goiás,5205802,943,92798.3019
GO,Corumbaíba,5205901,638,127072.3466
GO,Cristalina,5206206,1236,507915.5581
GO,Cristianópolis,5206305,192,15113.3248
GO,Crixás,5206404,1012,319606.5474
GO,Cromínia,5206503,278,29239.755
GO,Cumari,5206602,315,40229.3364
GO,Damianópolis,5206701,380,29439.442
GO,Damolândia,5206800,200,6960.6827
GO,Davinópolis,5206909,403,36633.3637
GO,Diorama,5207105,300,42981.8167
GO,Divinópolis de Goiás,5208301,220,60254.8621
GO,Doverlândia,5207253,493,251367.2772
GO,Edealina,5207352,426,51837.0426
GO,Edéia,5207402,613,128730.1492
GO,Estrela do Norte,5207501,137,20956.7499
GO,Faina,5207535,1153,136888.4194
GO,Fazenda Nova,5207600,781,99262.8559
GO,Firminópolis,5207808,539,30585.4758
GO,Flores de Goiás,5207907,306,311735.1674
GO,Formosa,5208004,1187,336637.3863
GO,Formoso,5208103,499,59270.8322
GO,Gameleira de Goiás,5208152,512,47425.3039
GO,Goianápolis,5208400,207,26632.8196
GO,Goiandira,5208509,426,44232.0489
GO,Goianésia,5208608,878,113166.6339
GO,Goiânia,5208707,385,20459.3517
GO,Goianira,5208806,297,14269.4466
GO,Goiás,5208905,1642,419896.5913
GO,Goiatuba,5209101,983,195959.6444
GO,Gouvelândia,5209150,295,65577.3946
GO,Guapó,5209200,476,39885.9793
GO,Guaraíta,5209291,444,15143.7368
GO,Guarani de Goiás,5209408,471,91626.5765
GO,Guarinos,5209457,414,37110.1546
GO,Heitoraí,5209606,237,16867.242
GO,Hidrolândia,5209705,910,60945.7809
GO,Hidrolina,5209804,368,35273.5254
GO,Iaciara,5209903,382,130073.909
GO,Inaciolândia,5209937,321,60463.7873
GO,Indiara,5209952,545,73359.4053
GO,Inhumas,5210000,959,46104.5296
GO,Ipameri,5210109,1417,380022.2537
GO,Ipiranga de Goiás,5210158,607,16051.1448
GO,Iporá,5210208,878,62519.2898
GO,Israelândia,5210307,292,45340.2956
GO,Itaberaí,5210406,1344,111324.3209
GO,Itaguari,5210562,277,8977.4225
GO,Itaguaru,5210604,439,19056.6777
GO,Itajá,5210802,352,194277.5686
GO,Itapaci,5210901,566,73965.4259
GO,Itapirapuã,5211008,779,183472.5685
GO,Itapuranga,5211206,2219,101514.4082
GO,Itarumã,5211305,613,285754.6594
GO,Itauçu,5211404,466,35576.268
GO,Itumbiara,5211503,1362,188697.6835
GO,Ivolândia,5211602,538,96041.2408
GO,Jandaia,5211701,635,71568.6831
GO,Jaraguá,5211800,1944,137998.2645
GO,Jataí,5211909,2352,697412.6799
GO,Jaupaci,5212006,198,39968.0946
GO,Jesúpolis,5212055,145,7680.9559
GO,Joviânia,5212105,300,44910.5434
GO,Jussara,5212204,1031,365938.2474
GO,Lagoa Santa,5212253,92,34173.6034
GO,Leopoldo de Bulhões,5212303,588,31297.6852
GO,Luziânia,5212501,1556,290617.7437
GO,Mairipotaba,5212600,347,38863.2593
GO,Mambaí,5212709,182,66222.9197
GO,Mara Rosa,5212808,841,125534.6419
GO,Marzagão,5212907,109,14565.9283
GO,Matrinchã,5212956,212,97765.2591
GO,Maurilândia,5213004,206,34766.8595
GO,Mimoso de Goiás,5213053,227,83592.0208
GO,Minaçu,5213087,1112,210815.271
GO,Mineiros,5213103,1439,632879.1743
GO,Moiporá,5213400,320,40701.3803
GO,Monte Alegre de Goiás,5213509,670,463997.8132
GO,Montes Claros de Goiás,5213707,790,260239.8582
GO,Montividiu,5213756,675,170603.6669
GO,Montividiu do Norte,5213772,255,118615.6063
GO,Morrinhos,5213806,2181,234520.8855
GO,Morro Agudo de Goiás,5213855,412,24163.1096
GO,Mossâmedes,5213905,583,49090.8394
GO,Mozarlândia,5214002,314,213481.2645
GO,Mundo Novo,5214051,136,198817.9513
GO,Mutunópolis,5214101,324,74992.7706
GO,Nazário,5214408,229,22418.8909
GO,Nerópolis,5214507,314,14227.9409
GO,Niquelândia,5214606,1867,706610.7179
GO,Nova América,5214705,290,40092.4267
GO,Nova Aurora,5214804,183,25038.2875
GO,Nova Crixás,5214838,636,696058.4789
GO,Nova Glória,5214861,465,27038.6783
GO,Nova Iguaçu de Goiás,5214879,277,31979.2946
GO,Nova Roma,5214903,926,247577.5198
GO,Nova Veneza,5215009,317,9378.3416
GO,Novo Brasil,5215207,583,49543.7657
GO,Novo Gama,5215231,143,8106.3775
GO,Novo Planalto,5215256,153,117637.8244
GO,Orizona,5215306,2060,148300.3967
GO,Ouro Verde de Goiás,5215405,396,14950.5938
GO,Ouvidor,5215504,485,33292.6216
GO,Padre Bernardo,5215603,720,229441.2583
GO,Palestina de Goiás,5215652,474,95175.7827
GO,Palmeiras de Goiás,5215702,1048,119511.0004
GO,Palmelo,5215801,58,3148.4743
GO,Palminópolis,5215900,414,29578.2431
GO,Panamá,5216007,296,36214.0445
GO,Paranaiguara,5216304,265,86681.0119
GO,Paraúna,5216403,846,333649.9132
GO,Perolândia,5216452,311,79189.1661
GO,Petrolina de Goiás,5216809,998,35986.7912
GO,Pilar de Goiás,5216908,468,60662.5019
GO,Piracanjuba,5217104,1851,171616.3525
GO,Piranhas,5217203,667,150844.1789
GO,Pirenópolis,5217302,2033,145555.8571
GO,Pires do Rio,5217401,675,75378.5284
GO,Planaltina,5217609,903,183245.9385
GO,Pontalina,5217708,1156,121387.3033
GO,Porangatu,5218003,1166,396387.8038
GO,Porteirão,5218052,93,60054.8388
GO,Portelândia,5218102,261,38509.6982
GO,Posse,5218300,977,142929.633
GO,Professor Jamil,5218391,196,25545.7805
GO,Quirinópolis,5218508,2214,347889.9625
GO,Rialma,5218607,245,19703.501
GO,Rianápolis,5218706,128,13009.3158
GO,Rio Quente,5218789,231,17117.5658
GO,Rio Verde,5218805,3914,778601.3488
GO,Rubiataba,5218904,1030,61284.9364
GO,Sanclerlândia,5219001,473,37437.8164
GO,Santa Bárbara de Goiás,5219100,159,12530.7616
GO,Santa Cruz de Goiás,5219209,629,78077.3696
GO,Santa Fé de Goiás,5219258,319,104094.9641
GO,Santa Helena de Goiás,5219308,766,97149.5939
GO,Santa Isabel,5219357,515,69763.4449
GO,Santa Rita do Araguaia,5219407,355,128218.2027
GO,Santa Rita do Novo Destino,5219456,352,72664.7818
GO,Santa Rosa de Goiás,5219506,314,12635.8615
GO,Santa Tereza de Goiás,5219605,209,65912.1989
GO,Santa Terezinha de Goiás,5219704,581,73823.2181
GO,Santo Antônio da Barra,5219712,200,40017.8687
GO,Santo Antônio de Goiás,5219738,113,10463.1747
GO,Santo Antônio do Descoberto,5219753,636,46226.2141
GO,São Domingos,5219803,639,204249.9889
GO,São Francisco de Goiás,5219902,464,29422.1447
GO,São João d'Aliança,5220009,531,211037.4017
GO,São João da Paraúna,5220058,183,20916.4904
GO,São Luís de Montes Belos,5220108,1069,64472.2673
GO,São Luíz do Norte,5220157,184,55039.0671
GO,São Miguel do Araguaia,5220207,617,539689.8858
GO,São Miguel do Passa Quatro,5220264,593,42150.9984
GO,São Patrício,5220280,304,13249.5853
GO,São Simão,5220405,114,32412.0696
GO,Senador Canedo,5220454,229,8723.6713
GO,Serranópolis,5220504,924,442958.4299
GO,Silvânia,5220603,1847,211461.3168
GO,Simolândia,5220686,159,30315.7138
GO,Sítio d'Abadia,5220702,351,106182.8707
GO,Taquaral de Goiás,5221007,426,18650.6958
GO,Teresina de Goiás,5221080,89,37632.9625
GO,Terezópolis de Goiás,5221197,151,6049.5762
GO,Três Ranchos,5221304,240,14532.4967
GO,Trindade,5221403,492,76535.1933
GO,Trombas,5221452,331,55198.7183
GO,Turvânia,5221502,321,37417.2921
GO,Turvelândia,5221551,303,84364.2272
GO,Uirapuru,5221577,334,85277.9651
GO,Uruaçu,5221601,946,125491.2875
GO,Uruana,5221700,785,39620.5511
GO,Urutaí,5221809,408,51272.8145
GO,Valparaíso de Goiás,5221858,6,250.0555
GO,Varjão,5221908,452,40347.9008
GO,Vianópolis,5222005,1037,82844.6573
GO,Vicentinópolis,5222054,259,61661.3209
GO,Vila Boa,5222203,93,73756.2034
GO,Vila Propício,5222302,625,165497.2184
MA,Açailândia,2100055,1339,499273.9869
MA,Afonso Cunha,2100105,24,28417.9261
MA,Água Doce do Maranhão,2100154,91,19172.6718
MA,Alcântara,2100204,6,8626.8084
MA,Aldeias Altas,2100303,106,89286.2834
MA,Altamira do Maranhão,2100402,337,36137.8029
MA,Alto Alegre do Maranhão,2100436,69,25405.0514
MA,Alto Alegre do Pindaré,2100477,1041,127456.3385
MA,Alto Parnaíba,2100501,570,548919.6434
MA,Amapá do Maranhão,2100550,116,88489.981
MA,Amarante do Maranhão,2100600,1933,255285.6776
MA,Anajatuba,2100709,228,29956.7203
MA,Anapurus,2100808,133,29682.7436
MA,Apicum-Açu,2100832,7,155.139
MA,Araguanã,2100873,383,58121.636
MA,Araioses,2100907,248,34972.6802
MA,Arame,2100956,372,191801.6226
MA,Arari,2101004,350,60423.494
MA,Axixá,2101103,12,1054.7329
MA,Bacabal,2101202,486,86684.469
MA,Bacabeira,2101251,15,1691.8085
MA,Bacuri,2101301,34,18452.0671
MA,Bacurituba,2101350,30,7771.7057
MA,Balsas,2101400,2313,986717.0987
MA,Barão de Grajaú,2101509,498,75676.9193
MA,Barra do Corda,2101608,2870,339490.0818
MA,Barreirinhas,2101707,98,144412.106
MA,Belágua,2101731,11,4799.4472
MA,Bela Vista do Maranhão,2101772,159,10865.7764
MA,Benedito Leite,2101806,137,63486.5462
MA,Bequimão,2101905,17,5192.2989
MA,Bernardo do Mearim,2101939,266,12886.5897
MA,Boa Vista do Gurupi,2101970,30,22227.3392
MA,Bom Jardim,2102002,874,660841.8158
MA,Bom Jesus das Selvas,2102036,197,204537.3798
MA,Bom Lugar,2102077,317,17469.4092
MA,Brejo,2102101,190,49411.6267
MA,Brejo de Areia,2102150,140,14299.4773
MA,Buriti,2102200,399,66868.5241
MA,Buriti Bravo,2102309,345,101875.969
MA,Buriticupu,2102325,300,188265.8243
MA,Buritirana,2102358,665,63720.2943
MA,Cachoeira Grande,2102374,13,29940.5543
MA,Cajapió,2102408,11,6589.7593
MA,Cajari,2102507,79,23843.812
MA,Campestre do Maranhão,2102556,322,52557.119
MA,Cândido Mendes,2102606,72,179781.2489
MA,Cantanhede,2102705,171,40706.4634
MA,Capinzal do Norte,2102754,94,18410.15
MA,Carolina,2102804,1229,475989.5747
